family,stream,candidate,mode,condition,target,expected,completed,nrmse,coverage95,interval_width
N5,assessment,gain_2,full,independent_pairing,clean_HbO,16,16,0.2653926548661792,0.9140625,0.041197369258894834
N5,assessment,gain_2,full,independent_pairing,clean_HbR,16,16,0.2627622420336805,0.9375,0.01538770819971776
N5,assessment,gain_2,EEG_only,matched_student_t,r,16,16,0.662442708732628,0.927734375,0.1718488292258029
N5,assessment,gain_2,EEG_only,matched_student_t,clean_EEG,16,16,0.662442708732628,0.927734375,0.1718488292258029
N5,assessment,gain_2,EEG_only,matched_student_t,clean_HbO,16,16,1.286115866669134,0.86328125,0.20766925524920565
N5,assessment,gain_2,EEG_only,matched_student_t,clean_HbR,16,16,1.270659712897721,0.876953125,0.06325062080718633
N5,assessment,gain_2,EEG_only,combined,r,16,16,0.8755892078842435,0.7890625,0.17353825310341783
N5,assessment,gain_2,EEG_only,combined,clean_EEG,16,16,0.6321261116749226,0.9404296875,0.17353825310341783
N5,assessment,gain_2,EEG_only,combined,clean_HbO,16,16,5.025721722025381,0.6845703125,0.20053967872929454
N5,assessment,gain_2,EEG_only,combined,clean_HbR,16,16,5.306043088966318,0.6962890625,0.06021680729736683
N5,assessment,gain_2,EEG_only,drift,r,16,16,0.6865453431101687,0.8955078125,0.17304736025444023
N5,assessment,gain_2,EEG_only,drift,clean_EEG,16,16,0.6865453431101687,0.8955078125,0.17304736025444023
N5,assessment,gain_2,EEG_only,drift,clean_HbO,16,16,1.9283545694921322,0.767578125,0.2006235223379442
N5,assessment,gain_2,EEG_only,drift,clean_HbR,16,16,1.9455412218646728,0.765625,0.060031980843158264
N5,assessment,gain_2,EEG_only,correlated_hb,r,16,16,0.6021664534445287,0.94921875,0.17215120063397488
N5,assessment,gain_2,EEG_only,correlated_hb,clean_EEG,16,16,0.6021664534445287,0.94921875,0.17215120063397488
N5,assessment,gain_2,EEG_only,correlated_hb,clean_HbO,16,16,1.3302083726945437,0.783203125,0.20125629315958246
N5,assessment,gain_2,EEG_only,correlated_hb,clean_HbR,16,16,1.3670282944385483,0.791015625,0.06056073250016503
N5,assessment,gain_2,EEG_only,outliers,r,16,16,0.6484457110459911,0.9462890625,0.1731118789009678
N5,assessment,gain_2,EEG_only,outliers,clean_EEG,16,16,0.6484457110459911,0.9462890625,0.1731118789009678
N5,assessment,gain_2,EEG_only,outliers,clean_HbO,16,16,1.446373210953718,0.80078125,0.20912122806494776
N5,assessment,gain_2,EEG_only,outliers,clean_HbR,16,16,1.4559965934485786,0.791015625,0.0626476645370696
N5,assessment,gain_2,EEG_only,independent_pairing,r,16,16,0.6298995059187631,0.9453125,0.17313431086220038
N5,assessment,gain_2,EEG_only,independent_pairing,clean_EEG,16,16,0.6298995059187631,0.9453125,0.17313431086220038
N5,assessment,gain_2,EEG_only,independent_pairing,clean_HbO,16,16,3.577447990446024,0.5625,0.20786733726899093
N5,assessment,gain_2,EEG_only,independent_pairing,clean_HbR,16,16,3.6216003875329332,0.5947265625,0.06261328818204091
N5,assessment,gain_2,fNIRS_only,matched_student_t,r,16,16,0.8322634581351982,0.83984375,0.17570175542605476
N5,assessment,gain_2,fNIRS_only,matched_student_t,clean_EEG,16,16,0.8322634581351982,0.83984375,0.17570175542605476
N5,assessment,gain_2,fNIRS_only,matched_student_t,clean_HbO,16,16,0.24696516124937842,0.962890625,0.04149674934019713
N5,assessment,gain_2,fNIRS_only,matched_student_t,clean_HbR,16,16,0.24678791345735226,0.9775390625,0.015760032178026226
N5,assessment,gain_2,fNIRS_only,combined,r,16,16,1.065802537977581,0.70703125,0.17312829830629856
N5,assessment,gain_2,fNIRS_only,combined,clean_EEG,16,16,1.054158118100169,0.720703125,0.17312829830629856
N5,assessment,gain_2,fNIRS_only,combined,clean_HbO,16,16,0.44577554170164224,0.8154296875,0.03751467612322997
N5,assessment,gain_2,fNIRS_only,combined,clean_HbR,16,16,0.5191358937018535,0.8701171875,0.01451321764094381
N5,assessment,gain_2,fNIRS_only,drift,r,16,16,0.8272619692365968,0.837890625,0.17600630929430183
N5,assessment,gain_2,fNIRS_only,drift,clean_EEG,16,16,0.8272619692365968,0.837890625,0.17600630929430183
N5,assessment,gain_2,fNIRS_only,drift,clean_HbO,16,16,0.3673218176160284,0.74609375,0.04188171501454141
N5,assessment,gain_2,fNIRS_only,drift,clean_HbR,16,16,0.28970886684950325,0.9541015625,0.016072451065708173
N5,assessment,gain_2,fNIRS_only,correlated_hb,r,16,16,0.8429645613997903,0.8408203125,0.17712528178962678
N5,assessment,gain_2,fNIRS_only,correlated_hb,clean_EEG,16,16,0.8429645613997903,0.8408203125,0.17712528178962678
N5,assessment,gain_2,fNIRS_only,correlated_hb,clean_HbO,16,16,0.22481171789627824,0.9296875,0.043599916215695
N5,assessment,gain_2,fNIRS_only,correlated_hb,clean_HbR,16,16,0.21875890082625282,0.96484375,0.016391204478760944
N5,assessment,gain_2,fNIRS_only,outliers,r,16,16,0.8510677062409884,0.837890625,0.1762049978365458
N5,assessment,gain_2,fNIRS_only,outliers,clean_EEG,16,16,0.8510677062409884,0.837890625,0.1762049978365458
N5,assessment,gain_2,fNIRS_only,outliers,clean_HbO,16,16,0.18880165731241036,0.9755859375,0.04216448152590335
N5,assessment,gain_2,fNIRS_only,outliers,clean_HbR,16,16,0.21659625031912866,0.9677734375,0.015792972951684244
N5,assessment,gain_2,fNIRS_only,independent_pairing,r,16,16,1.2362910118852009,0.646484375,0.17612145869541296
N5,assessment,gain_2,fNIRS_only,independent_pairing,clean_EEG,16,16,1.2362910118852009,0.646484375,0.17612145869541296
N5,assessment,gain_2,fNIRS_only,independent_pairing,clean_HbO,16,16,0.21788952012139595,0.9580078125,0.041516871967357635
N5,assessment,gain_2,fNIRS_only,independent_pairing,clean_HbR,16,16,0.24148884300680168,0.9462890625,0.015511970617212472
N6,discovery,process_h0.25_r1,full,matched_student_t,r,16,16,0.48301998966258747,0.9609375,0.14826591369347467
N6,discovery,process_h0.25_r1,full,matched_student_t,clean_EEG,16,16,0.48301998966258747,0.9609375,0.14826591369347467
N6,discovery,process_h0.25_r1,full,matched_student_t,clean_HbO,16,16,0.15037539809099187,0.95703125,0.029863662863490584
N6,discovery,process_h0.25_r1,full,matched_student_t,clean_HbR,16,16,0.16895547274621092,0.912109375,0.009253689836515947
N6,discovery,process_h0.25_r1,full,combined,r,16,16,0.8320724795744608,0.7353515625,0.1465793358458141
N6,discovery,process_h0.25_r1,full,combined,clean_EEG,16,16,0.8785976165858022,0.7099609375,0.1465793358458141
N6,discovery,process_h0.25_r1,full,combined,clean_HbO,16,16,0.4285857626238716,0.818359375,0.027303517634243223
N6,discovery,process_h0.25_r1,full,combined,clean_HbR,16,16,0.607661414180058,0.6787109375,0.008441162939912194
N6,discovery,process_h0.25_r1,full,drift,r,16,16,0.6252740324879118,0.912109375,0.14838421086052417
N6,discovery,process_h0.25_r1,full,drift,clean_EEG,16,16,0.6252740324879118,0.912109375,0.14838421086052417
N6,discovery,process_h0.25_r1,full,drift,clean_HbO,16,16,0.3318899306868136,0.603515625,0.03030843331483099
N6,discovery,process_h0.25_r1,full,drift,clean_HbR,16,16,0.2937361864482149,0.705078125,0.009312766381453367
N6,discovery,process_h0.25_r1,full,correlated_hb,r,16,16,0.5308689638183719,0.955078125,0.14847135422695382
N6,discovery,process_h0.25_r1,full,correlated_hb,clean_EEG,16,16,0.5308689638183719,0.955078125,0.14847135422695382
N6,discovery,process_h0.25_r1,full,correlated_hb,clean_HbO,16,16,0.17060898855526083,0.9609375,0.03217243346312628
N6,discovery,process_h0.25_r1,full,correlated_hb,clean_HbR,16,16,0.19446881827153814,0.89453125,0.009943876513052707
N6,discovery,process_h0.25_r1,full,outliers,r,16,16,0.5341306775632368,0.9345703125,0.1485802707787015
N6,discovery,process_h0.25_r1,full,outliers,clean_EEG,16,16,0.5341306775632368,0.9345703125,0.1485802707787015
N6,discovery,process_h0.25_r1,full,outliers,clean_HbO,16,16,0.16989061060166868,0.9248046875,0.03046973065423674
N6,discovery,process_h0.25_r1,full,outliers,clean_HbR,16,16,0.19033956160600396,0.9189453125,0.009500431658163111
N6,discovery,process_h0.25_r1,full,independent_pairing,r,16,16,1.511796718651861,0.5654296875,0.1492084416168235
N6,discovery,process_h0.25_r1,full,independent_pairing,clean_EEG,16,16,1.511796718651861,0.5654296875,0.1492084416168235
N6,discovery,process_h0.25_r1,full,independent_pairing,clean_HbO,16,16,0.3108741301730642,0.744140625,0.033314797340621136
N6,discovery,process_h0.25_r1,full,independent_pairing,clean_HbR,16,16,0.29951873704842985,0.80078125,0.01042247663725966
N6,discovery,process_h0.25_r1,EEG_only,matched_student_t,r,16,16,0.5305483201736605,0.9677734375,0.17361750040196905
N6,discovery,process_h0.25_r1,EEG_only,matched_student_t,clean_EEG,16,16,0.5305483201736605,0.9677734375,0.17361750040196905
N6,discovery,process_h0.25_r1,EEG_only,matched_student_t,clean_HbO,16,16,0.47785007432200144,0.9501953125,0.10123206884216226
N6,discovery,process_h0.25_r1,EEG_only,matched_student_t,clean_HbR,16,16,0.504094963909983,0.939453125,0.03063093445928835
N6,discovery,process_h0.25_r1,EEG_only,combined,r,16,16,0.998393014231908,0.6865234375,0.17226025197063943
N6,discovery,process_h0.25_r1,EEG_only,combined,clean_EEG,16,16,0.6118211102649962,0.943359375,0.17226025197063943
N6,discovery,process_h0.25_r1,EEG_only,combined,clean_HbO,16,16,2.315441635860947,0.6767578125,0.09800856937979277
N6,discovery,process_h0.25_r1,EEG_only,combined,clean_HbR,16,16,2.6953477550047698,0.76171875,0.029591146897564036
N6,discovery,process_h0.25_r1,EEG_only,drift,r,16,16,0.7362108757636971,0.9130859375,0.1732070831219202
N6,discovery,process_h0.25_r1,EEG_only,drift,clean_EEG,16,16,0.7362108757636971,0.9130859375,0.1732070831219202
N6,discovery,process_h0.25_r1,EEG_only,drift,clean_HbO,16,16,0.6924194824168421,0.8681640625,0.09402707361579994
N6,discovery,process_h0.25_r1,EEG_only,drift,clean_HbR,16,16,0.6684786851037279,0.880859375,0.027837908911328795
N6,discovery,process_h0.25_r1,EEG_only,correlated_hb,r,16,16,0.6015059812457975,0.9619140625,0.17174688474374322
N6,discovery,process_h0.25_r1,EEG_only,correlated_hb,clean_EEG,16,16,0.6015059812457975,0.9619140625,0.17174688474374322
N6,discovery,process_h0.25_r1,EEG_only,correlated_hb,clean_HbO,16,16,0.4861699365609495,0.9560546875,0.09583421307916005
N6,discovery,process_h0.25_r1,EEG_only,correlated_hb,clean_HbR,16,16,0.4742090648380003,0.947265625,0.028830203797172913
N6,discovery,process_h0.25_r1,EEG_only,outliers,r,16,16,0.6109234792644905,0.9423828125,0.17406541695313776
N6,discovery,process_h0.25_r1,EEG_only,outliers,clean_EEG,16,16,0.6109234792644905,0.9423828125,0.17406541695313776
N6,discovery,process_h0.25_r1,EEG_only,outliers,clean_HbO,16,16,0.5269300790383781,0.94140625,0.10177116374255325
N6,discovery,process_h0.25_r1,EEG_only,outliers,clean_HbR,16,16,0.5823348110671887,0.9111328125,0.03088642905588752
N6,discovery,process_h0.25_r1,EEG_only,independent_pairing,r,16,16,0.6425013585485364,0.96484375,0.1710452896206946
N6,discovery,process_h0.25_r1,EEG_only,independent_pairing,clean_EEG,16,16,0.6425013585485364,0.96484375,0.1710452896206946
N6,discovery,process_h0.25_r1,EEG_only,independent_pairing,clean_HbO,16,16,2.3275286575566883,0.4365234375,0.09593033863506303
N6,discovery,process_h0.25_r1,EEG_only,independent_pairing,clean_HbR,16,16,2.4137011682827234,0.470703125,0.028938708880024852
N6,discovery,process_h0.25_r1,fNIRS_only,matched_student_t,r,16,16,0.6746806266783039,0.9443359375,0.1884805346019843
N6,discovery,process_h0.25_r1,fNIRS_only,matched_student_t,clean_EEG,16,16,0.6746806266783039,0.9443359375,0.1884805346019843
N6,discovery,process_h0.25_r1,fNIRS_only,matched_student_t,clean_HbO,16,16,0.17089277093353017,0.953125,0.03313418762312141
N6,discovery,process_h0.25_r1,fNIRS_only,matched_student_t,clean_HbR,16,16,0.1740446029495279,0.9169921875,0.009860514281442707
N6,discovery,process_h0.25_r1,fNIRS_only,combined,r,16,16,0.9629382567867032,0.775390625,0.18403993952066972
N6,discovery,process_h0.25_r1,fNIRS_only,combined,clean_EEG,16,16,1.0897232542452855,0.7080078125,0.18403993952066972
N6,discovery,process_h0.25_r1,fNIRS_only,combined,clean_HbO,16,16,0.3774691652085283,0.8427734375,0.0289748753277524
N6,discovery,process_h0.25_r1,fNIRS_only,combined,clean_HbR,16,16,0.5948486378878177,0.6796875,0.008659660247577618
N6,discovery,process_h0.25_r1,fNIRS_only,drift,r,16,16,0.7141694861755639,0.9375,0.18984093782850703
N6,discovery,process_h0.25_r1,fNIRS_only,drift,clean_EEG,16,16,0.7141694861755639,0.9375,0.18984093782850703
N6,discovery,process_h0.25_r1,fNIRS_only,drift,clean_HbO,16,16,0.3251668967662604,0.646484375,0.03364925302756596
N6,discovery,process_h0.25_r1,fNIRS_only,drift,clean_HbR,16,16,0.2955115283678046,0.7275390625,0.009846589271041914
N6,discovery,process_h0.25_r1,fNIRS_only,correlated_hb,r,16,16,0.7264758178998864,0.939453125,0.19083652718802163
N6,discovery,process_h0.25_r1,fNIRS_only,correlated_hb,clean_EEG,16,16,0.7264758178998864,0.939453125,0.19083652718802163
N6,discovery,process_h0.25_r1,fNIRS_only,correlated_hb,clean_HbO,16,16,0.19337915628702362,0.9453125,0.03556095773928173
N6,discovery,process_h0.25_r1,fNIRS_only,correlated_hb,clean_HbR,16,16,0.21417048545248202,0.8837890625,0.010509880692170643
N6,discovery,process_h0.25_r1,fNIRS_only,outliers,r,16,16,0.6402595528492354,0.94921875,0.1886773490339092
N6,discovery,process_h0.25_r1,fNIRS_only,outliers,clean_EEG,16,16,0.6402595528492354,0.94921875,0.1886773490339092
N6,discovery,process_h0.25_r1,fNIRS_only,outliers,clean_HbO,16,16,0.1775729712581528,0.931640625,0.03369379273148537
N6,discovery,process_h0.25_r1,fNIRS_only,outliers,clean_HbR,16,16,0.19327576165263718,0.9296875,0.010092183592975501
N6,discovery,process_h0.25_r1,fNIRS_only,independent_pairing,r,16,16,1.7976030279181225,0.5595703125,0.18891545020089273
N6,discovery,process_h0.25_r1,fNIRS_only,independent_pairing,clean_EEG,16,16,1.7976030279181225,0.5595703125,0.18891545020089273
N6,discovery,process_h0.25_r1,fNIRS_only,independent_pairing,clean_HbO,16,16,0.18366881645163513,0.94140625,0.03318271805784357
N6,discovery,process_h0.25_r1,fNIRS_only,independent_pairing,clean_HbR,16,16,0.20370424902095507,0.927734375,0.009857718876814029
N6,discovery,process_h2_r1,full,matched_student_t,r,16,16,0.4805840355366775,0.9638671875,0.15432671883131355
N6,discovery,process_h2_r1,full,matched_student_t,clean_EEG,16,16,0.4805840355366775,0.9638671875,0.15432671883131355
N6,discovery,process_h2_r1,full,matched_student_t,clean_HbO,16,16,0.15632383825557922,0.986328125,0.03626702766918254
N6,discovery,process_h2_r1,full,matched_student_t,clean_HbR,16,16,0.17649893435882733,0.98828125,0.014260394449270979
N6,discovery,process_h2_r1,full,combined,r,16,16,0.8295154910185119,0.763671875,0.1529183716888761
N6,discovery,process_h2_r1,full,combined,clean_EEG,16,16,0.7841991274893099,0.78515625,0.1529183716888761
N6,discovery,process_h2_r1,full,combined,clean_HbO,16,16,0.37808665380957457,0.8828125,0.03367266203558639
N6,discovery,process_h2_r1,full,combined,clean_HbR,16,16,0.7145969097798504,0.8046875,0.013224169076068288
N6,discovery,process_h2_r1,full,drift,r,16,16,0.6246172894808436,0.92578125,0.15438207628324047
N6,discovery,process_h2_r1,full,drift,clean_EEG,16,16,0.6246172894808436,0.92578125,0.15438207628324047
N6,discovery,process_h2_r1,full,drift,clean_HbO,16,16,0.3536872313422911,0.6591796875,0.03678561395575356
N6,discovery,process_h2_r1,full,drift,clean_HbR,16,16,0.23851091715320144,0.970703125,0.014195555477773151
N6,discovery,process_h2_r1,full,correlated_hb,r,16,16,0.5305862915129811,0.9609375,0.15400730486764047
N6,discovery,process_h2_r1,full,correlated_hb,clean_EEG,16,16,0.5305862915129811,0.9609375,0.15400730486764047
N6,discovery,process_h2_r1,full,correlated_hb,clean_HbO,16,16,0.18276072603267784,0.97265625,0.038574214990589946
N6,discovery,process_h2_r1,full,correlated_hb,clean_HbR,16,16,0.21692223751051876,0.970703125,0.014887507721400486
N6,discovery,process_h2_r1,full,outliers,r,16,16,0.534806750018077,0.943359375,0.15454547493495743
N6,discovery,process_h2_r1,full,outliers,clean_EEG,16,16,0.534806750018077,0.943359375,0.15454547493495743
N6,discovery,process_h2_r1,full,outliers,clean_HbO,16,16,0.17046880536898723,0.96875,0.03684253979999571
N6,discovery,process_h2_r1,full,outliers,clean_HbR,16,16,0.2053238025076267,0.99609375,0.014530903637228278
N6,discovery,process_h2_r1,full,independent_pairing,r,16,16,1.247118439217353,0.6416015625,0.15402539011088073
N6,discovery,process_h2_r1,full,independent_pairing,clean_EEG,16,16,1.247118439217353,0.6416015625,0.15402539011088073
N6,discovery,process_h2_r1,full,independent_pairing,clean_HbO,16,16,0.2773828901867887,0.873046875,0.03949832144188659
N6,discovery,process_h2_r1,full,independent_pairing,clean_HbR,16,16,0.2624443716860881,0.9482421875,0.014645852928999831
N6,discovery,process_h2_r1,EEG_only,matched_student_t,r,16,16,0.5305483201736605,0.9677734375,0.1736175004019684
N6,discovery,process_h2_r1,EEG_only,matched_student_t,clean_EEG,16,16,0.5305483201736605,0.9677734375,0.1736175004019684
N6,discovery,process_h2_r1,EEG_only,matched_student_t,clean_HbO,16,16,0.4776195419509697,0.9794921875,0.11795680047799
N6,discovery,process_h2_r1,EEG_only,matched_student_t,clean_HbR,16,16,0.5046558206533045,0.96875,0.03644945836896741
N6,discovery,process_h2_r1,EEG_only,combined,r,16,16,0.998393014231908,0.6865234375,0.17226025197063943
N6,discovery,process_h2_r1,EEG_only,combined,clean_EEG,16,16,0.611821110264996,0.943359375,0.17226025197063943
N6,discovery,process_h2_r1,EEG_only,combined,clean_HbO,16,16,2.3154195981299885,0.73046875,0.11486409362377462
N6,discovery,process_h2_r1,EEG_only,combined,clean_HbR,16,16,2.694894609136591,0.7861328125,0.03533823030845082
N6,discovery,process_h2_r1,EEG_only,drift,r,16,16,0.7362108757636971,0.9130859375,0.17320708312191951
N6,discovery,process_h2_r1,EEG_only,drift,clean_EEG,16,16,0.7362108757636971,0.9130859375,0.17320708312191951
N6,discovery,process_h2_r1,EEG_only,drift,clean_HbO,16,16,0.692682352821731,0.9091796875,0.11068144663114748
N6,discovery,process_h2_r1,EEG_only,drift,clean_HbR,16,16,0.667254595213586,0.912109375,0.03324905956807862
N6,discovery,process_h2_r1,EEG_only,correlated_hb,r,16,16,0.6015059812457975,0.9619140625,0.17174688474374306
N6,discovery,process_h2_r1,EEG_only,correlated_hb,clean_EEG,16,16,0.6015059812457975,0.9619140625,0.17174688474374306
N6,discovery,process_h2_r1,EEG_only,correlated_hb,clean_HbO,16,16,0.48622222557423256,0.974609375,0.11271880162176934
N6,discovery,process_h2_r1,EEG_only,correlated_hb,clean_HbR,16,16,0.47398916542603,0.9873046875,0.034521419639022444
N6,discovery,process_h2_r1,EEG_only,outliers,r,16,16,0.6109234792644906,0.9423828125,0.17406541695313754
N6,discovery,process_h2_r1,EEG_only,outliers,clean_EEG,16,16,0.6109234792644906,0.9423828125,0.17406541695313754
N6,discovery,process_h2_r1,EEG_only,outliers,clean_HbO,16,16,0.5269077202478718,0.9619140625,0.11846684161570509
N6,discovery,process_h2_r1,EEG_only,outliers,clean_HbR,16,16,0.5824228140734795,0.951171875,0.03672960569548564
N6,discovery,process_h2_r1,EEG_only,independent_pairing,r,16,16,0.6425013585485364,0.96484375,0.17104528962069443
N6,discovery,process_h2_r1,EEG_only,independent_pairing,clean_EEG,16,16,0.6425013585485364,0.96484375,0.17104528962069443
N6,discovery,process_h2_r1,EEG_only,independent_pairing,clean_HbO,16,16,2.3273659710088355,0.4873046875,0.1129540520515506
N6,discovery,process_h2_r1,EEG_only,independent_pairing,clean_HbR,16,16,2.4140951758596616,0.5380859375,0.03467777369963238
N6,discovery,process_h2_r1,fNIRS_only,matched_student_t,r,16,16,0.6743890432563924,0.9521484375,0.19845939179661537
N6,discovery,process_h2_r1,fNIRS_only,matched_student_t,clean_EEG,16,16,0.6743890432563924,0.9521484375,0.19845939179661537
N6,discovery,process_h2_r1,fNIRS_only,matched_student_t,clean_HbO,16,16,0.17345549475529737,0.9736328125,0.03823470598500224
N6,discovery,process_h2_r1,fNIRS_only,matched_student_t,clean_HbR,16,16,0.17710801014603184,0.98828125,0.014596529982007347
N6,discovery,process_h2_r1,fNIRS_only,combined,r,16,16,0.9730228211897334,0.7998046875,0.19528206235259554
N6,discovery,process_h2_r1,fNIRS_only,combined,clean_EEG,16,16,1.09426521259006,0.7412109375,0.19528206235259554
N6,discovery,process_h2_r1,fNIRS_only,combined,clean_HbO,16,16,0.3464878284059033,0.888671875,0.034385033515412056
N6,discovery,process_h2_r1,fNIRS_only,combined,clean_HbR,16,16,0.686152685136419,0.8193359375,0.013383400808314542
N6,discovery,process_h2_r1,fNIRS_only,drift,r,16,16,0.6997209484301989,0.9638671875,0.19986470229496514
N6,discovery,process_h2_r1,fNIRS_only,drift,clean_EEG,16,16,0.6997209484301989,0.9638671875,0.19986470229496514
N6,discovery,process_h2_r1,fNIRS_only,drift,clean_HbO,16,16,0.3493852784179189,0.6650390625,0.03873139034063997
N6,discovery,process_h2_r1,fNIRS_only,drift,clean_HbR,16,16,0.2390619163550377,0.9609375,0.014542978951288513
N6,discovery,process_h2_r1,fNIRS_only,correlated_hb,r,16,16,0.7194115246442786,0.947265625,0.20043475134748226
N6,discovery,process_h2_r1,fNIRS_only,correlated_hb,clean_EEG,16,16,0.7194115246442786,0.947265625,0.20043475134748226
N6,discovery,process_h2_r1,fNIRS_only,correlated_hb,clean_HbO,16,16,0.20396419841151608,0.94921875,0.04049855257068245
N6,discovery,process_h2_r1,fNIRS_only,correlated_hb,clean_HbR,16,16,0.23045311408033045,0.955078125,0.015289308289465444
N6,discovery,process_h2_r1,fNIRS_only,outliers,r,16,16,0.6364923903792286,0.9580078125,0.19849817690220878
N6,discovery,process_h2_r1,fNIRS_only,outliers,clean_EEG,16,16,0.6364923903792286,0.9580078125,0.19849817690220878
N6,discovery,process_h2_r1,fNIRS_only,outliers,clean_HbO,16,16,0.17930378337021435,0.9677734375,0.03877534908648451
N6,discovery,process_h2_r1,fNIRS_only,outliers,clean_HbR,16,16,0.2101192938280232,0.9912109375,0.014863073345665992
N6,discovery,process_h2_r1,fNIRS_only,independent_pairing,r,16,16,1.7655463887693394,0.5888671875,0.19889883025614852
N6,discovery,process_h2_r1,fNIRS_only,independent_pairing,clean_EEG,16,16,1.7655463887693394,0.5888671875,0.19889883025614852
N6,discovery,process_h2_r1,fNIRS_only,independent_pairing,clean_HbO,16,16,0.1904396745429779,0.9560546875,0.03825846231416118
N6,discovery,process_h2_r1,fNIRS_only,independent_pairing,clean_HbR,16,16,0.2118425568142211,0.9892578125,0.014601938767995115
N6,discovery,process_h1_r0.5,full,matched_student_t,r,16,16,0.5432888726133001,0.7685546875,0.09763185043333254
N6,discovery,process_h1_r0.5,full,matched_student_t,clean_EEG,16,16,0.5432888726133001,0.7685546875,0.09763185043333254
N6,discovery,process_h1_r0.5,full,matched_student_t,clean_HbO,16,16,0.16114121225969774,0.9443359375,0.030838974752978345
N6,discovery,process_h1_r0.5,full,matched_student_t,clean_HbR,16,16,0.17117855392871614,0.9443359375,0.010853755471584625
N6,discovery,process_h1_r0.5,full,combined,r,16,16,0.8641050350563567,0.515625,0.0965039427141243
N6,discovery,process_h1_r0.5,full,combined,clean_EEG,16,16,0.9178905041178232,0.4697265625,0.0965039427141243
N6,discovery,process_h1_r0.5,full,combined,clean_HbO,16,16,0.3713643196225035,0.8369140625,0.027902136290059977
N6,discovery,process_h1_r0.5,full,combined,clean_HbR,16,16,0.6152949383632962,0.71875,0.009966157939524684
N6,discovery,process_h1_r0.5,full,drift,r,16,16,0.6400653117183619,0.7373046875,0.0978747197407052
N6,discovery,process_h1_r0.5,full,drift,clean_EEG,16,16,0.6400653117183619,0.7373046875,0.0978747197407052
N6,discovery,process_h1_r0.5,full,drift,clean_HbO,16,16,0.33500646697476727,0.6064453125,0.03128160181932314
N6,discovery,process_h1_r0.5,full,drift,clean_HbR,16,16,0.2705337223824755,0.8330078125,0.01081437733038084
N6,discovery,process_h1_r0.5,full,correlated_hb,r,16,16,0.588047678872657,0.7626953125,0.09796809726970365
N6,discovery,process_h1_r0.5,full,correlated_hb,clean_EEG,16,16,0.588047678872657,0.7626953125,0.09796809726970365
N6,discovery,process_h1_r0.5,full,correlated_hb,clean_HbO,16,16,0.17954956395954197,0.939453125,0.03295418043682307
N6,discovery,process_h1_r0.5,full,correlated_hb,clean_HbR,16,16,0.19984268185524423,0.9228515625,0.011404406645661794
N6,discovery,process_h1_r0.5,full,outliers,r,16,16,0.577558011818784,0.74609375,0.09763272708617807
N6,discovery,process_h1_r0.5,full,outliers,clean_EEG,16,16,0.577558011818784,0.74609375,0.09763272708617807
N6,discovery,process_h1_r0.5,full,outliers,clean_HbO,16,16,0.17456603434476442,0.9345703125,0.03138650132772008
N6,discovery,process_h1_r0.5,full,outliers,clean_HbR,16,16,0.1993072638112467,0.955078125,0.01108896365686865
N6,discovery,process_h1_r0.5,full,independent_pairing,r,16,16,1.4470403843956057,0.4033203125,0.09876791760024789
N6,discovery,process_h1_r0.5,full,independent_pairing,clean_EEG,16,16,1.4470403843956057,0.4033203125,0.09876791760024789
N6,discovery,process_h1_r0.5,full,independent_pairing,clean_HbO,16,16,0.2891488730622209,0.7890625,0.033699883090672685
N6,discovery,process_h1_r0.5,full,independent_pairing,clean_HbR,16,16,0.27310672163515404,0.8662109375,0.011482481372455196
N6,discovery,process_h1_r0.5,EEG_only,matched_student_t,r,16,16,0.6374909433485352,0.810546875,0.12269343124154103
N6,discovery,process_h1_r0.5,EEG_only,matched_student_t,clean_EEG,16,16,0.6374909433485352,0.810546875,0.12269343124154103
N6,discovery,process_h1_r0.5,EEG_only,matched_student_t,clean_HbO,16,16,0.546582145499638,0.9033203125,0.09820237223633399
N6,discovery,process_h1_r0.5,EEG_only,matched_student_t,clean_HbR,16,16,0.5486636727689518,0.9052734375,0.030484106308545356
N6,discovery,process_h1_r0.5,EEG_only,combined,r,16,16,1.0085091515401439,0.52734375,0.1216268354659621
N6,discovery,process_h1_r0.5,EEG_only,combined,clean_EEG,16,16,0.6984464263476686,0.7451171875,0.1216268354659621
N6,discovery,process_h1_r0.5,EEG_only,combined,clean_HbO,16,16,2.0303110070795207,0.6572265625,0.09506512656917163
N6,discovery,process_h1_r0.5,EEG_only,combined,clean_HbR,16,16,2.4343074124254516,0.73046875,0.029317850924388926
N6,discovery,process_h1_r0.5,EEG_only,drift,r,16,16,0.7498127795705258,0.7587890625,0.12214563815475941
N6,discovery,process_h1_r0.5,EEG_only,drift,clean_EEG,16,16,0.7498127795705258,0.7587890625,0.12214563815475941
N6,discovery,process_h1_r0.5,EEG_only,drift,clean_HbO,16,16,0.670808950547156,0.8525390625,0.09287083326894785
N6,discovery,process_h1_r0.5,EEG_only,drift,clean_HbR,16,16,0.6401640390495398,0.8798828125,0.028165906104302002
N6,discovery,process_h1_r0.5,EEG_only,correlated_hb,r,16,16,0.6623011694608749,0.802734375,0.12083997963812623
N6,discovery,process_h1_r0.5,EEG_only,correlated_hb,clean_EEG,16,16,0.6623011694608749,0.802734375,0.12083997963812623
N6,discovery,process_h1_r0.5,EEG_only,correlated_hb,clean_HbO,16,16,0.5036330318153303,0.9169921875,0.09365642895363532
